Wine_0,Wine_1,Wine_2,Wine_3,Wine_4,Wine_5,Wine_6,Wine_7,Wine_8,Wine_9,Wine_10,label
-1.047197693620643,0.5671781704463653,0.307638263742127,-0.5149953081717696,-0.6060517427453737,-0.0021968722493258897,-0.5608874388348817,-0.7635001170283594,0.3243643186154834,-0.1162788024054907,-0.2943304975008873,1
-0.41100180660324687,-0.6696381476084073,0.307638263742127,-0.012378750253653273,-0.20590873887493236,-0.9546713152621986,-0.714890065229157,-0.5553865996618729,-0.06936737721734824,-0.46497889215138827,0.7466723355242957,0
-0.4688377963321009,0.5671781704463653,0.0007597981296100734,-0.3713905773380221,-0.10060794838271085,0.09305057205196138,1.379545653732988,-0.30991937405011194,-0.331855174439236,-0.46497889215138827,-0.578240361053209,1
-0.8158537347052259,0.7920538646381424,-1.0733148315141994,-0.2995882119211483,-0.16378842267804375,-0.764176426659624,-0.4068848124406063,0.9120805099735604,2.4242666963905855,0.2905379689647225,-0.7675136034214252,0
-0.989361703891789,-0.051229988581020854,-1.1756076533850384,-0.22778584650427447,-0.3954501617609308,-0.764176426659624,-0.9612942674599977,-0.6087490400122479,0.5868521158373712,-0.17439548402980695,-0.9567868457896397,1
1.0927339263469624,-1.344265230183738,1.9443234136755507,-0.0841811156705271,-0.2690892131702653,-0.9546713152621986,-0.8996932169022875,-0.5820678198370605,-0.5943429716611208,-0.17439548402980695,1.3144920626289425,1
-0.7001817552475179,0.7358349410901981,-1.3801932971267163,0.9928543655825794,-0.03742747408737823,0.09305057205196138,-0.03727850909434539,0.45849976699537215,0.9805838116702028,-0.6974456186486527,-0.8621502246055324,0
0.8035539777026914,-1.175608459539905,1.3817128933859364,-0.012378750253653273,0.1310537907001762,1.1407724593661213,1.1331414515021474,0.8853992897983728,-0.20061127582829213,0.9298214668322008,-0.7675136034214252,0
-0.35316581687439236,-1.681578771471403,0.5122239074838049,-0.5149953081717696,-0.8798337980251495,0.664535237859685,0.4247293700884807,0.1916875652434375,0.6524740651428446,0.2905379689647225,1.598401926181264,1
0.3408660598718583,-0.16366783567690937,-0.306118667482907,-0.22778584650427447,0.0046928421095106705,0.47404034925711047,-0.22208166076747585,0.09563517261277421,0.12749847069906906,0.9879381484565171,0.6520357143401884,1
-0.35316581687439236,-1.962673389211124,0.35878467467754654,0.1312259805800944,-0.4586306360562637,-0.09744431655061316,0.36312831953077057,-1.089011003165683,0.3899862679209568,0.6973547403349364,1.3144920626289425,1
1.2084059058046714,-0.5572003005125189,1.1771272496442582,-0.15598348108740095,-0.4165103198593751,-0.2879392051531877,-0.8380921663445774,-0.39529927861074765,-1.381806363326784,1.2204048749537821,0.9359455778925118,1
-0.4688377963321009,-0.8382949182522398,1.0748344277734192,0.05942361516322056,-0.3112095293671539,0.5692877935583978,1.1639419767810026,0.2450500055938126,0.061876521393595646,0.23242128734040626,-0.7675136034214252,0
0.9192259571604005,-1.175608459539905,1.4840057152567756,-0.3713905773380221,-0.3112095293671539,-1.2404136481660604,-1.1768979444119831,-0.7474913849232587,-1.053696616799426,0.40677133221335504,0.9359455778925118,1
-0.29532982714553835,0.17364570561075618,-0.40841148935374594,-0.2995882119211483,-0.14272826457959945,-0.09744431655061316,1.8107530076369591,-0.28857439790999745,0.12749847069906906,-0.6974456186486527,-0.8621502246055324,0
-0.41100180660324687,-0.5572003005125189,0.6656631402900635,0.1312259805800944,-0.12166810648115545,-0.9546713152621986,-1.0844963685754179,-0.7261464087831443,0.8493399130592589,-0.6974456186486527,1.6930385473653713,1
-0.7001817552475179,-0.5572003005125189,-0.5107043112245848,-0.5149953081717696,-0.12166810648115545,1.045525015064834,0.14752464257878506,-0.21386698141944865,1.1774496595866202,-0.1162788024054907,-0.010420633948563914,0
0.4565380393295663,-1.7940166185672917,0.5122239074838049,-0.6586000390055171,-0.4375704779578194,-0.9546713152621986,-1.115296893854273,-0.6514389922925362,-0.5287210223556503,-0.46497889215138827,0.6520357143401884,1
0.5143740290584203,-0.5572003005125189,1.1259808387088388,-0.0841811156705271,-0.03742747408737823,0.664535237859685,2.149558785704365,0.45849976699537215,-0.5287210223556503,-0.1162788024054907,-0.8621502246055324,0
-0.4688377963321009,0.22986462915869982,-1.2779004752558774,0.05942361516322056,-0.22696889697337666,-0.47843409375576224,-0.3452837618828961,-0.6247577721173486,0.3243643186154834,-0.23251216565412322,0.3681258507878667,1
-0.35316581687439236,0.6233970939943096,-0.306118667482907,-0.22778584650427447,-0.22696889697337666,1.5217622365712704,2.6731677154449014,-0.6087490400122479,-0.26623322513376263,-1.2204957532674987,-0.48360373986910177,0
0.9192259571604005,0.3423024762545883,-1.0221684205787798,0.6338425384982106,0.29953505548773035,1.5217622365712704,0.7635351481558865,1.8192419959301145,-0.0037454279118748412,0.2905379689647225,-0.578240361053209,0
-0.6423457655186634,1.101257944151835,-1.124461242449619,1.531372106209133,-0.03742747408737823,-1.1451662038647732,-1.0844963685754179,-0.28857439790999745,0.6524740651428446,-1.569195843013396,0.46276247197197395,0
-0.7580177449763719,0.5109592468984211,-0.8687291877725214,-0.8022047698392648,-0.3533298455640425,1.045525015064834,0.5171309459250459,-0.39529927861074765,-0.20061127582829213,-0.29062884727843946,-1.1460600881578558,0
0.7457179879738374,0.3985213998025326,1.1771272496442582,-0.15598348108740095,-0.18484858077648805,1.1407724593661213,0.7635351481558865,1.5791110143533673,1.2430716088920906,-0.5230955737757046,-0.672876982237318,0
-0.8736897244340804,0.6233970939943096,-1.3801932971267163,0.1312259805800944,0.7417983755550607,-0.09744431655061316,-0.4068848124406063,-0.7261464087831443,0.8493399130592589,-0.17439548402980695,0.8413089567084046,1
-0.006149878501266748,-1.5129220008275703,0.5122239074838049,-0.8022047698392648,-0.24802905507182096,-0.764176426659624,-0.714890065229157,0.35177488629456277,-0.331855174439236,0.23242128734040626,-0.7675136034214252,1
0.7457179879738374,0.8482727881860866,-0.15267943467664855,-0.22778584650427447,-0.016367315988933925,-1.0499187595634858,-0.5608874388348817,1.0988490511999325,-1.1193185661048963,-0.34874552890275573,-0.19969387631678007,0
-1.27854165253606,0.3423024762545883,-1.3290468861912967,-0.2995882119211483,-0.6692322170407068,-1.0499187595634858,-1.0228953180177078,-1.078338515095596,1.3743155075030344,-0.5812122554000202,0.9359455778925118,0
0.3408660598718583,-1.6253598479234588,0.614516729354644,-0.6586000390055171,-0.29014937126870927,-1.2404136481660604,-1.115296893854273,0.12765263682297556,-1.2505624647158402,-0.406862210527072,-0.8621502246055324,1
0.3987020496007123,-0.8382949182522398,0.7168095512254827,-0.0841811156705271,0.32059521358617493,-0.9546713152621986,-1.115296893854273,-0.37395430247063316,-1.1849405154103698,-0.46497889215138827,1.4091286838130497,1
0.16735809068529528,0.11742678206281192,-0.9198755987079409,0.5620401730813368,-0.4165103198593751,-0.764176426659624,-0.8996932169022875,0.32509366611937524,-0.5287210223556503,-1.278612434891815,-0.38896711868499456,0
0.8035539777026914,0.9044917117340303,0.2564918528067075,-0.012378750253653273,0.0046928421095106705,0.5692877935583978,1.379545653732988,0.6185870880464974,-0.13498932652281873,-0.23251216565412322,-0.2943304975008873,0
0.2830300701430043,0.3985213998025326,0.10305262000044886,-0.22778584650427447,0.2152944230939534,-1.0499187595634858,-0.9612942674599977,1.0988490511999325,0.3243643186154834,-0.9880290267702341,-1.240696709341963,0
-0.2374938374166838,0.061207858514867666,0.35878467467754654,-0.012378750253653273,-0.24802905507182096,-0.764176426659624,-0.8996932169022875,-2.343028351399675,-0.7255868702720647,0.3486546505890388,2.5447681380223397,1
-1.1628696730783514,1.29802417656964,-1.3801932971267163,0.27483071141384174,-0.3322696874655979,0.9502775707635468,0.17832516785764013,-1.5746092103541909,1.3086935581975612,-0.34874552890275573,1.030582199076619,1
0.9192259571604005,-0.21988675922485362,1.586298537127614,0.7056449039150844,0.1310537907001762,-0.6689289823583368,-0.09887955965205554,1.952648096805993,-0.13498932652281873,-0.46497889215138827,-1.3353333305260702,0
-0.8158537347052259,3.1532486536517994,-1.0733148315141994,-0.2995882119211483,-0.5639314265484853,-0.383186649454475,-0.46848586299831646,-1.0356485628153078,1.3086935581975612,-1.3367291165161312,0.9359455778925118,0
1.4397498647200886,-0.7258570711563513,0.7168095512254827,-0.22778584650427447,-0.07954779028426655,-0.8594238709609113,-0.8996932169022875,0.8853992897983728,-1.513050261937728,0.0580712424674581,-1.0514234669737468,1
0.16735809068529528,-0.3323246063207421,0.0007597981296100734,-0.15598348108740095,-0.6902923751391509,-0.19269176085190043,-0.5608874388348817,-0.8435437775539221,-0.8568307688830086,0.8135881035835689,0.7466723355242957,0
1.3240778852623796,-1.4004841537316817,0.614516729354644,9.321928753939938,-0.3954501617609308,-0.9546713152621986,-0.714890065229157,3.1266217845143633,-1.2505624647158402,-4.543915685816076e-05,-1.1460600881578558,0
-0.989361703891789,1.7477755649531934,-1.2267540643204577,-0.15598348108740095,-0.6060517427453737,1.5217622365712704,0.05512306674221984,-0.8221988014138075,1.3743155075030344,-0.5812122554000202,1.7876751685494803,1
-0.41100180660324687,0.11742678206281192,-0.306118667482907,-0.22778584650427447,-0.3533298455640425,-0.8594238709609113,-0.5608874388348817,-0.1818495172092473,-0.20061127582829213,-0.6393289370243365,-0.672876982237318,0
-0.989361703891789,0.5671781704463653,-1.3801932971267163,1.2800638272500744,0.10999363260173219,3.3314636782957288,0.9637385624684446,-0.619421528082394,-0.7255868702720647,-1.2204957532674987,-0.8621502246055324,0
-0.7001817552475179,0.3423024762545883,-1.3801932971267163,-0.2995882119211483,0.06787331640484329,-0.6689289823583368,-0.9920947927388527,-0.992958610535079,0.7180960144483151,-0.6393289370243365,1.030582199076619,1
-0.7580177449763719,0.28608355270664404,-0.7664363659016824,-0.44319294275489596,0.06787331640484329,1.712257125173845,2.3959629879352056,-0.6087490400122479,0.8493399130592589,-1.0461457083945502,0.08421598723554333,0
0.16735809068529528,-1.7377976950193472,0.4610774965483853,-0.44319294275489596,-0.5007509522531524,3.521958566898303,0.9483382998290171,-0.37395430247063316,1.0462057609756763,1.2204048749537821,0.5573990931560812,1
-0.1218218579589758,4.50250281880246,-1.3801932971267163,-0.5149953081717696,-0.12166810648115545,-1.2404136481660604,-1.0536958432965629,-0.1818495172092473,1.5055594061139783,-1.0461457083945502,0.46276247197197395,0
-0.5845097757898093,0.11742678206281192,-1.2267540643204577,-0.6586000390055171,-0.3322696874655979,0.09305057205196138,-0.1296800849309106,-0.6087490400122479,0.3899862679209568,-1.0461457083945502,-1.3353333305260702,0
-0.9315257141629345,-0.38854352986868607,-0.15267943467664855,-0.5867976735886434,-0.22696889697337666,0.18829801635324867,-0.37608428716175124,-1.0356485628153078,0.5212301665319007,-0.34874552890275573,0.17885260841965056,1
2.3651257003817556,-0.7258570711563513,1.2282736605796778,-0.3713905773380221,-0.6060517427453737,-0.9546713152621986,-0.684089539950302,1.419023693302183,-1.7755380591596157,-0.34874552890275573,-1.0514234669737468,1
-0.35316581687439236,-0.6696381476084073,2.5069339339651653,-0.5149953081717696,11.019155527595872,-0.764176426659624,-0.03727850909434539,0.03160024419231226,-1.6442941605486718,3.4869554583021145,-0.9567868457896397,0
-0.1796578476878298,1.101257944151835,-0.15267943467664855,0.20302834599696792,-0.10060794838271085,-0.5736815380570495,0.4863304206461909,0.0582814643674998,0.25874236931001293,-0.5812122554000202,-0.38896711868499456,1
-0.1218218579589758,1.663447179631277,-0.15267943467664855,-0.2995882119211483,-0.07954779028426655,-1.0499187595634858,-1.0228953180177078,0.2450500055938126,0.3899862679209568,0.6392380587106201,0.2734892296037578,1
-0.7001817552475179,-1.0069516888960726,0.10305262000044886,-0.012378750253653273,0.1731741068970648,0.3787929049558232,0.2091256931364952,-0.28857439790999745,0.7180960144483151,-0.05816212078117443,0.5573990931560812,1
-0.7580177449763719,-0.16366783567690937,-0.101533023741229,-0.3713905773380221,-0.3743900036624865,-1.2404136481660604,-0.7456905905080121,-0.2352119575596224,-0.3974771237447065,-0.17439548402980695,-1.1460600881578558,0
-0.5266737860609548,0.3423024762545883,-0.9710220096433603,1.3518661926669486,-0.03742747408737823,-0.9546713152621986,-0.5300869135560266,0.35177488629456277,0.4556082172264273,-0.9299123451459178,-1.3353333305260702,0
-0.5845097757898093,-0.2761056827727979,0.2564918528067075,-0.2995882119211483,-0.542871268450041,1.4265147922699832,0.23992621841535028,0.2877399578741008,-0.06936737721734824,-0.05816212078117443,-0.38896711868499456,1
-0.35316581687439236,2.1694174915627755,-0.7664363659016824,-0.22778584650427447,1.1630015375239464,-0.8594238709609113,-0.714890065229157,-0.1818495172092473,0.25874236931001293,-0.05816212078117443,-0.19969387631678007,1
